year,station_id,longitude,latitude,city_id,city_name_chn,city_name_eng,province_code,province_name,prov_assign_method,nearest_city,distance_to_city_km
1994,S000099,113.6928,37.7896,16.0,阳泉市,Yangquan,SHANXI,山西省,assigned_by_nearest_city,SUOHUANG,6.994118122214228
1994,S000100,114.512,38.0306,3.0,石家庄市,Shijiazhuang,HEBEI,河北省,assigned_by_nearest_city,SHIJIAZHUANG,1.3256375930321154
1994,S000101,126.605,43.8751,49.0,吉林市,Jilin,JILIN,吉林省,assigned_by_nearest_city,MAAN,6.864952959734041
1994,S000102,126.7501,43.7791,,,,GUIZHOU,贵州省,assigned_by_nearest_city,ASHI,8.674657240358869
1994,S000103,125.662,42.5331,,,,JILIN,吉林省,assigned_by_nearest_city,SHUGUANG,6.843059583247999
1994,S000104,126.1437,41.7827,52.0,通化市,Tonghua,JILIN,吉林省,assigned_by_nearest_city,TONGHUA,17.967040118856485
1994,S000105,126.1499,41.782,52.0,通化市,Tonghua,JILIN,吉林省,assigned_by_nearest_city,TONGHUA,18.427002142379955
1994,S000106,126.3458,41.3495,,,,JILIN,吉林省,assigned_by_nearest_city,JIANSHI,27.973383716825793
1994,S000107,128.967,42.5997,,,,SHANDONG,山东省,assigned_by_nearest_city,TUSHAN,6.228999027172251
1994,S000108,129.4392,42.7603,,,,JILIN,吉林省,assigned_by_nearest_city,YANJI,17.4085983004143
1994,S000109,123.8105,41.2882,38.0,本溪市,Benxi,LIAONING,辽宁省,assigned_by_nearest_city,BENXI,3.7369226705305967
1994,S000110,124.3586,41.2312,,,,LIAONING,辽宁省,assigned_by_nearest_city,TIANSHIFU,1.4064440139385825
1994,S000111,122.2881,42.0426,,,,LIAONING,辽宁省,assigned_by_nearest_city,SHIJIAZI,6.661015531285956
1994,S000112,123.0682,41.9886,,,,LIAONING,辽宁省,assigned_by_nearest_city,XINGLONGBAO,9.715027542554518
1994,S000113,121.7755,39.1323,,,,LIAONING,辽宁省,assigned_by_nearest_city,DAHEIGANGZI,4.297442595494249
1994,S000114,122.0341,39.4643,,,,LIAONING,辽宁省,assigned_by_nearest_city,PULANDIAN,9.877769881905758
1994,S000115,126.1529,41.7954,52.0,通化市,Tonghua,JILIN,吉林省,assigned_by_nearest_city,TONGHUA,19.18880302349498
1994,S000116,126.5459,41.9459,53.0,白山市,Baishan,JILIN,吉林省,assigned_by_nearest_city,SHIREN,3.4970950948170487
1994,S000117,126.552,41.9452,53.0,白山市,Baishan,JILIN,吉林省,assigned_by_nearest_city,SHIREN,3.1555325506524574
1994,S000118,126.9001,41.8195,,,,JILIN,吉林省,assigned_by_nearest_city,BAISHAN,1.7092041662591873
1994,S000119,126.5275,44.1755,,,,JILIN,吉林省,assigned_by_nearest_city,QITAMU,25.361265368037536
1994,S000120,126.9524,44.3976,,,,JILIN,吉林省,assigned_by_nearest_city,SHUIQULIU,12.34857770430918
1994,S000121,117.2361,32.4277,,,,ANHUI,安徽省,assigned_by_nearest_city,CHANGFENG,8.524125583438678
1994,S000122,117.405,32.7718,93.0,蚌埠市,Bengbu,ANHUI,安徽省,assigned_by_nearest_city,LIUFU,6.0385794017257
1994,S000123,119.8306,47.2685,,,,NEIMENGGU,内蒙古自治区,assigned_by_nearest_city,AERSHAN,13.218920543634745
1994,S000124,122.8936,45.5799,54.0,白城市,Baicheng,JILIN,吉林省,assigned_by_nearest_city,BAICHENG,5.708665958448229
1994,S000125,114.5347,38.0163,3.0,石家庄市,Shijiazhuang,HEBEI,河北省,assigned_by_nearest_city,SHIJIAZHUANG,3.3737992038404934
1994,S000126,116.2675,37.4421,140.0,德州市,Dezhou,SHANDONG,山东省,assigned_by_nearest_city,DECHENG,2.983651227028309
1994,S000127,115.718,37.6847,13.0,衡水市,Hengshui,HEBEI,河北省,assigned_by_nearest_city,HENGSHUI,6.773052688115708
1994,S000128,115.792,37.6543,13.0,衡水市,Hengshui,HEBEI,河北省,assigned_by_nearest_city,HENGSHUI,13.660657776469325
1994,S000129,127.1177,46.6778,,,,HEILONGJIANG,黑龙江省,assigned_by_nearest_city,SUIHUA,11.040374259108297
1994,S000130,129.3366,47.1547,,,,HEILONGJIANG,黑龙江省,assigned_by_nearest_city,LANGXIANG,47.143616754752976
1994,S000131,129.3419,47.1493,,,,HEILONGJIANG,黑龙江省,assigned_by_nearest_city,LANGXIANG,47.177838491299816
1994,S000132,130.2816,46.9164,62.0,佳木斯市,Jiamusi,GUANGDONG,广东省,assigned_by_nearest_city,LIANJIANGKOU,8.162401224390367
1994,S000133,130.2867,46.911,62.0,佳木斯市,Jiamusi,GUANGDONG,广东省,assigned_by_nearest_city,LIANJIANGKOU,7.566483319279295
1994,S000134,130.5359,46.7909,62.0,佳木斯市,Jiamusi,JIANGXI,江西省,assigned_by_nearest_city,LEYUAN,11.826050390682685
1994,S000135,122.6539,40.7844,,,,GANSU,甘肃省,assigned_by_nearest_city,BALI,9.373283405622564
1994,S000136,123.1617,41.2385,43.0,辽阳市,Liaoyang,LIAONING,辽宁省,assigned_by_nearest_city,LIAOYANG,3.5698268390980443
1994,S000137,121.1391,48.047,,,,NEIMENGGU,内蒙古自治区,assigned_by_nearest_city,BOKETU,97.03061670165054
1994,S000138,121.9687,48.7136,,,,NEIMENGGU,内蒙古自治区,assigned_by_nearest_city,BOKETU,6.52552921477028
1994,S000139,108.7768,34.3023,253.0,咸阳市,Xianyang,SHAANXI,陕西省,assigned_by_nearest_city,HUAIBEI,6.923288763753958
1994,S000140,109.2844,34.6363,,,,SICHUAN,四川省,assigned_by_nearest_city,LONGQIAO,16.792956281268005
1994,S000141,109.0457,34.802,251.0,铜川市,Tongchuan,SHAANXI,陕西省,assigned_by_nearest_city,ZHUANGLI,2.3188356099534126
1994,S000142,109.0772,35.0057,251.0,铜川市,Tongchuan,SHAANXI,陕西省,assigned_by_nearest_city,TONGCHUAN,7.036074500627891
1994,S000143,109.0458,34.793,251.0,铜川市,Tongchuan,SHAANXI,陕西省,assigned_by_nearest_city,ZHUANGLI,2.953649096926173
1994,S000144,109.2787,34.6408,,,,SICHUAN,四川省,assigned_by_nearest_city,LONGQIAO,16.070732922675628
1994,S000145,128.9094,44.5273,,,,HEILONGJIANG,黑龙江省,assigned_by_nearest_city,HAILIN,38.05549329697604
1994,S000146,129.2783,44.5792,,,,HEILONGJIANG,黑龙江省,assigned_by_nearest_city,HAILIN,8.2609662203511
1994,S000147,123.6864,41.191,38.0,本溪市,Benxi,LIAONING,辽宁省,assigned_by_nearest_city,HANLING,11.418662655685157
1994,S000148,123.8096,41.2837,38.0,本溪市,Benxi,LIAONING,辽宁省,assigned_by_nearest_city,BENXI,3.785960005094661
1994,S000149,123.1678,41.2379,43.0,辽阳市,Liaoyang,LIAONING,辽宁省,assigned_by_nearest_city,LIAOYANG,3.5381366314041593
1994,S000150,123.6855,41.1865,38.0,本溪市,Benxi,LIAONING,辽宁省,assigned_by_nearest_city,HANLING,11.318646918419844
1994,S000151,126.0153,44.8547,,,,JILIN,吉林省,assigned_by_nearest_city,TAOLAIZHAO,8.055648766502587
1994,S000152,126.5825,44.84,,,,JILIN,吉林省,assigned_by_nearest_city,MINJIA,14.761749404701577
1994,S000153,126.1684,42.7506,,,,JIANGXI,江西省,assigned_by_nearest_city,TUANLIN,3.4076876315886393
1994,S000154,126.3179,42.5441,,,,JILIN,吉林省,assigned_by_nearest_city,FUMIN,8.42049518031559
1994,S000155,115.0942,40.5406,,,,HEBEI,河北省,assigned_by_nearest_city,YANGHENAN,6.5094263862691175
1994,S000156,115.4959,40.6109,,,,HEBEI,河北省,assigned_by_nearest_city,ZHAOCHUAN,15.078741685875926
1994,S000157,124.3798,43.1741,50.0,四平市,Siping,LIAONING,辽宁省,assigned_by_nearest_city,LAOSIPING,10.268915040070214
1994,S000158,125.3602,43.8886,48.0,长春市,Changchun,JILIN,吉林省,assigned_by_nearest_city,JILIN,2.8590284417117497
1994,S000159,128.8288,47.8936,,,,HEILONGJIANG,黑龙江省,assigned_by_nearest_city,LANGXIANG,106.90438336418892
1994,S000160,129.3379,47.1592,,,,HEILONGJIANG,黑龙江省,assigned_by_nearest_city,LANGXIANG,47.48999292777769
1994,S000161,131.179,46.7583,59.0,双鸭山市,Shuangyashan,GUANGXI,广西壮族自治区,assigned_by_nearest_city,FULI,6.899968339352066
1994,S000162,131.8215,46.5769,,,,HEILONGJIANG,黑龙江省,assigned_by_nearest_city,QIXINGPAO,6.210757251372626
1994,S000163,131.7444,46.7582,,,,HEILONGJIANG,黑龙江省,assigned_by_nearest_city,YOUYI,4.953763128343423
1994,S000164,131.8229,46.5814,,,,HEILONGJIANG,黑龙江省,assigned_by_nearest_city,QIXINGPAO,6.459030556493781
1994,S000165,130.5345,46.7864,62.0,佳木斯市,Jiamusi,JIANGXI,江西省,assigned_by_nearest_city,LEYUAN,11.806390708178665
1994,S000166,131.1725,46.7593,59.0,双鸭山市,Shuangyashan,GUANGXI,广西壮族自治区,assigned_by_nearest_city,FULI,6.609796920474615
1994,S000167,124.0693,40.4197,,,,LIAONING,辽宁省,assigned_by_nearest_city,BIANMEN,7.34760571581509
1994,S000168,124.8493,40.4773,,,,LIAONING,辽宁省,assigned_by_nearest_city,YONGDIAN,8.865955872534142
1994,S000169,110.163,34.462,,,,SHAANXI,陕西省,assigned_by_nearest_city,TAIYAO,13.204585145194146
1994,S000170,111.3604,35.431,,,,SHANXI,山西省,assigned_by_nearest_city,HENGSHUI,9.276516368220184
1994,S000171,111.3438,35.4583,,,,SHANXI,山西省,assigned_by_nearest_city,HENGSHUI,9.638478316915826
1994,S000172,111.3858,35.5799,,,,SHANXI,山西省,assigned_by_nearest_city,HOUMA,4.534385715635611
1994,S000173,111.3863,35.6025,,,,SHANXI,山西省,assigned_by_nearest_city,HOUMA,2.2538495040521083
1994,S000174,111.4325,35.6336,,,,SHANXI,山西省,assigned_by_nearest_city,HOUMA,5.700584024071479
1994,S000175,111.4273,35.6653,,,,SHANXI,山西省,assigned_by_nearest_city,HOUMA,7.166254216855138
1994,S000176,112.7797,37.5546,20.0,晋中市,Jinzhong,SHANXI,山西省,assigned_by_nearest_city,FANCUN,8.165592328157127
1994,S000177,112.324,38.9197,,,,SHANXI,山西省,assigned_by_nearest_city,DONGZHAI,22.40189535558466
1994,S000178,113.2256,39.9188,15.0,大同市,Datong,GANSU,甘肃省,assigned_by_nearest_city,DAQIN,14.214673816061305
1994,S000179,123.4185,41.6845,34.0,沈阳市,Shenyang,LIAONING,辽宁省,assigned_by_nearest_city,LUJIATUN,8.060479402995812
1994,S000180,123.4403,41.7007,34.0,沈阳市,Shenyang,LIAONING,辽宁省,assigned_by_nearest_city,LUJIATUN,10.41765499787995
1994,S000181,112.3237,38.9106,,,,SHANXI,山西省,assigned_by_nearest_city,DONGZHAI,21.83343140728449
1994,S000182,112.6919,38.7092,,,,SHANXI,山西省,assigned_by_nearest_city,YUANPING,2.976146538207677
1994,S000183,112.566,37.8121,14.0,太原市,Taiyuan,JIANGXI,江西省,assigned_by_nearest_city,DONGGANG,4.814864680060218
1994,S000184,112.7655,38.2872,22.0,忻州市,Xinzhou,SHANXI,山西省,assigned_by_nearest_city,XINFU,13.12459027679992
1994,S000185,112.5656,37.7986,14.0,太原市,Taiyuan,GANSU,甘肃省,assigned_by_nearest_city,XIZHAI,4.991765655398466
1994,S000186,112.7891,37.6493,20.0,晋中市,Jinzhong,SICHUAN,四川省,assigned_by_nearest_city,XIAOJING,4.91979232181412
1994,S000187,112.7769,37.636,20.0,晋中市,Jinzhong,SICHUAN,四川省,assigned_by_nearest_city,XIAOJING,5.516751880370734
1994,S000188,112.7799,37.5591,20.0,晋中市,Jinzhong,SHANXI,山西省,assigned_by_nearest_city,FANCUN,8.663148763397553
1994,S000189,113.2101,39.9781,15.0,大同市,Datong,GANSU,甘肃省,assigned_by_nearest_city,DAQIN,7.701457350473946
1994,S000190,113.2806,40.0669,15.0,大同市,Datong,SHANXI,山西省,assigned_by_nearest_city,DATONG,1.9909547701508643
1994,S000191,113.0813,25.753,182.0,郴州市,Chenzhou,HUNAN,湖南省,assigned_by_nearest_city,CHENZHOU,6.9461894160717055
1994,S000192,113.3058,25.9257,,,,HUNAN,湖南省,assigned_by_nearest_city,ZIXING,8.949084625352727
1994,S000193,104.1498,30.5761,222.0,成都市,Chengdu,SICHUAN,四川省,assigned_by_nearest_city,XINXING,4.680178336505275
1994,S000194,104.9716,29.4985,230.0,内江市,Neijiang,HUNAN,湖南省,assigned_by_nearest_city,ZHAOSHI,11.756349469989896
1994,S000195,104.9724,29.4849,230.0,内江市,Neijiang,HUNAN,湖南省,assigned_by_nearest_city,ZHAOSHI,12.938184216014196
1994,S000196,106.3614,29.3225,,,,CHONGQING,重庆市,assigned_by_nearest_city,LUOHUANG,8.952217185870403
1994,S000197,106.3667,29.3226,,,,CHONGQING,重庆市,assigned_by_nearest_city,LUOHUANG,8.45559990436774
1994,S000198,106.4187,29.3425,,,,CHONGQING,重庆市,assigned_by_nearest_city,LUOHUANG,3.069470997503048
1994,S000199,106.4238,29.3472,,,,CHONGQING,重庆市,assigned_by_nearest_city,LUOHUANG,2.5887068581210646
1994,S000200,106.5286,29.4961,,,,HUBEI,湖北省,assigned_by_nearest_city,DOUZHENWAN,4.089964449481506
1994,S000201,123.4348,41.7378,34.0,沈阳市,Shenyang,HUNAN,湖南省,assigned_by_nearest_city,XIAOXISHI,7.147642103528439
1994,S000202,123.4608,41.7765,34.0,沈阳市,Shenyang,HUNAN,湖南省,assigned_by_nearest_city,XIAOXISHI,2.969810386477886
1994,S000203,104.096,35.9295,,,,GANSU,甘肃省,assigned_by_nearest_city,XIAGUANYING,6.805549898463604
1994,S000204,107.1326,34.2979,252.0,宝鸡市,Baoji,SHAANXI,陕西省,assigned_by_nearest_city,BAOJI,12.016472020774453
1994,S000205,107.1382,34.2981,252.0,宝鸡市,Baoji,SHAANXI,陕西省,assigned_by_nearest_city,BAOJI,11.592765330147968
1994,S000206,108.7713,34.2978,253.0,咸阳市,Xianyang,SHAANXI,陕西省,assigned_by_nearest_city,HUAIBEI,6.843847904542904
1994,S000207,108.7713,34.2932,253.0,咸阳市,Xianyang,SHAANXI,陕西省,assigned_by_nearest_city,HUAIBEI,7.194954369494857
1994,S000208,109.2645,34.3514,,,,JIANGXI,江西省,assigned_by_nearest_city,LINTANG,4.9405086963707285
1994,S000209,110.1686,34.4529,,,,SHAANXI,陕西省,assigned_by_nearest_city,TAIYAO,12.948544641094612
1994,S000210,112.6099,34.6609,146.0,洛阳市,Luoyang,HENAN,河南省,assigned_by_nearest_city,BAIMASI,6.38669809623982
1994,S000211,112.627,34.6651,146.0,洛阳市,Luoyang,HENAN,河南省,assigned_by_nearest_city,BAIMASI,6.323825270694825
1994,S000212,113.6338,34.7303,144.0,郑州市,Zhengzhou,HENAN,河南省,assigned_by_nearest_city,ZHENGZHOU,1.9694450597319733
