year,edge_id,source_station,target_station,seg_id,length_km
2017,E000499,S000997,S000998,rail_548,117.25433476513416
2017,E000500,S000999,S001000,rail_549,65.50701677423415
2017,E000501,S001001,S001002,rail_55,133.66465790516497
2017,E000502,S001003,S001004,rail_550,102.98396828441524
2017,E000503,S001005,S001006,rail_551,189.6114745550277
2017,E000504,S001007,S001008,rail_552,40.95827482343147
2017,E000505,S001009,S001010,rail_553,87.58444600122843
2017,E000506,S001011,S001012,rail_554,44.3021195595913
2017,E000507,S001013,S001014,rail_555,198.01227273886008
2017,E000508,S001015,S001016,rail_556,83.73412079777353
2017,E000509,S001017,S001018,rail_557,91.394301321776
2017,E000510,S001019,S001020,rail_558,62.42091119824106
2017,E000511,S001021,S001022,rail_559,73.59981650991652
2017,E000512,S001023,S001024,rail_56,53.2449363057342
2017,E000513,S001025,S001026,rail_560,51.12561783352987
2017,E000514,S001027,S001028,rail_561,299.98554778388217
2017,E000515,S001029,S001030,rail_562,97.660515837694
2017,E000516,S001031,S001032,rail_563,91.67391979322788
2017,E000517,S001033,S001034,rail_564,83.46460669773937
2017,E000518,S001035,S001036,rail_565,142.2685774782209
2017,E000519,S001037,S001038,rail_566,57.753423481740015
2017,E000520,S001039,S001040,rail_567,36.83024679251283
2017,E000521,S001041,S001042,rail_568,318.85245376059765
2017,E000522,S001043,S001044,rail_569,142.97992072106769
2017,E000523,S001045,S001046,rail_57,45.50215306491983
2017,E000524,S001047,S001048,rail_570,286.8445254227633
2017,E000525,S001049,S001050,rail_571,53.74836228530473
2017,E000526,S001051,S001052,rail_572,122.20719782483172
2017,E000527,S001053,S001054,rail_573,41.15087749378262
2017,E000528,S001055,S001056,rail_574,20.76231333915513
2017,E000529,S001057,S001058,rail_575,48.69063640065091
2017,E000530,S001059,S001060,rail_576,145.08113862795497
2017,E000531,S001061,S001062,rail_577,149.72114637975932
2017,E000532,S001063,S001064,rail_578,70.93424623209226
2017,E000533,S001065,S001066,rail_579,49.50268865508304
2017,E000534,S001067,S001068,rail_58,40.10416972202273
2017,E000535,S001069,S001070,rail_580,185.9421833123677
2017,E000536,S001071,S001072,rail_581,30.65010920429692
2017,E000537,S001073,S001074,rail_582,59.97476852284991
2017,E000538,S001075,S001076,rail_583,136.29213508656184
2017,E000539,S001077,S001078,rail_584,171.12389257805376
2017,E000540,S001079,S001080,rail_585,151.70132560638413
2017,E000541,S001081,S001082,rail_586,51.87775394833013
2017,E000542,S001083,S001084,rail_587,218.4966986117068
2017,E000543,S001085,S001086,rail_588,788.1344825081728
2017,E000544,S001087,S001088,rail_589,82.96486734157368
2017,E000545,S001089,S001090,rail_59,88.4898787127832
2017,E000546,S001091,S001092,rail_590,311.355448141921
2017,E000547,S001093,S001094,rail_591,5.16698273739592
2017,E000548,S001095,S001096,rail_592,85.7342418711412
2017,E000549,S001097,S001098,rail_593,403.7363796108855
2017,E000550,S001099,S001100,rail_594,53.96249056453632
2017,E000551,S001101,S001102,rail_595,50.39980829855944
2017,E000552,S001103,S001104,rail_596,48.94563578640689
2017,E000553,S001105,S001106,rail_597,119.07615479420078
2017,E000554,S001107,S001108,rail_598,13.349949457912857
2017,E000555,S001109,S001110,rail_599,270.309841640332
2017,E000556,S001111,S001112,rail_6,27.83011162103736
2017,E000557,S001113,S001114,rail_60,37.00621044451111
2017,E000558,S001115,S001116,rail_600,7.034134496803375
2017,E000559,S001117,S001118,rail_601,65.8162541080224
2017,E000560,S001119,S001120,rail_602,36.38800334250456
2017,E000561,S001121,S001122,rail_603,123.64385764590187
2017,E000562,S001123,S001124,rail_604,167.20857703443545
2017,E000563,S001125,S001126,rail_605,260.46928718384214
2017,E000564,S001127,S001128,rail_606,205.6804585447941
2017,E000565,S001129,S001130,rail_607,173.45945087717908
2017,E000566,S001131,S001132,rail_608,22.26182019271879
2017,E000567,S001133,S001134,rail_609,72.7151011985728
2017,E000568,S001135,S001136,rail_61,178.79117322631805
2017,E000569,S001137,S001138,rail_610,142.72357551976805
2017,E000570,S001139,S001140,rail_611,76.85439930985135
2017,E000571,S001141,S001142,rail_612,397.2575720471224
2017,E000572,S001143,S001144,rail_613,50.95651773253119
2017,E000573,S001145,S001146,rail_614,498.2384731481394
2017,E000574,S001147,S001148,rail_615,219.0681925729284
2017,E000575,S001149,S001150,rail_616,84.96723293344215
2017,E000576,S001151,S001152,rail_617,53.209176657107385
2017,E000577,S001153,S001154,rail_618,158.76639932763507
2017,E000578,S001155,S001156,rail_619,86.70482597250201
2017,E000579,S001157,S001158,rail_62,116.29859314670932
2017,E000580,S001159,S001160,rail_620,128.7528390526589
2017,E000581,S001161,S001162,rail_621,212.1644548065514
2017,E000582,S001163,S001164,rail_622,51.02855870944014
2017,E000583,S001165,S001166,rail_623,102.3402228151
2017,E000584,S001167,S001168,rail_624,579.6148604234917
2017,E000585,S001169,S001170,rail_625,56.59709854562549
2017,E000586,S001171,S001172,rail_626,414.7937438367983
2017,E000587,S001173,S001174,rail_627,176.78926216845207
2017,E000588,S001175,S001176,rail_628,40.78167099306522
2017,E000589,S001177,S001178,rail_629,107.51194503642743
2017,E000590,S001179,S001180,rail_63,9.093224202558256
2017,E000591,S001181,S001182,rail_630,284.97492612083937
2017,E000592,S001183,S001184,rail_631,31.685972131112106
2017,E000593,S001185,S001186,rail_632,76.43205667007595
2017,E000594,S001187,S001188,rail_633,140.83887620543197
2017,E000595,S001189,S001190,rail_634,170.158670019424
2017,E000596,S001191,S001192,rail_635,198.8722659519812
2017,E000597,S001193,S001194,rail_636,87.1507477956237
2017,E000598,S001195,S001196,rail_637,199.14266287099588
2017,E000599,S001197,S001198,rail_638,443.1017544583397
2017,E000600,S001199,S001200,rail_639,6.188625438682571
2017,E000601,S001201,S001202,rail_64,92.64048346599746
2017,E000602,S001203,S001204,rail_640,69.20199398027393
2017,E000603,S001205,S001206,rail_641,123.1020068548955
2017,E000604,S001207,S001208,rail_642,343.30592001952954
2017,E000605,S001209,S001210,rail_643,122.87384476965852
2017,E000606,S001211,S001212,rail_644,292.3359201682125
2017,E000607,S001213,S001214,rail_645,105.34713517522655
2017,E000608,S001215,S001216,rail_646,53.37366306410176
2017,E000609,S001217,S001218,rail_647,91.76439714945728
2017,E000610,S001219,S001220,rail_648,43.07464789607411
2017,E000611,S001221,S001222,rail_649,121.56336811981834
2017,E000612,S001223,S001224,rail_65,66.12941955336372
2017,E000613,S001225,S001226,rail_650,248.17786821637097
2017,E000614,S001227,S001228,rail_651,10.126238774134826
2017,E000615,S001229,S001230,rail_652,57.39908675230009
2017,E000616,S001231,S001232,rail_653,341.2931392153239
2017,E000617,S001233,S001234,rail_654,410.4378704432291
2017,E000618,S001235,S001236,rail_655,224.38185223083144
2017,E000619,S001237,S001238,rail_656,136.2288983153311
2017,E000620,S001239,S001240,rail_657,64.31659884654879
2017,E000621,S001241,S001242,rail_658,276.3698185378097
2017,E000622,S001243,S001244,rail_659,432.4867520272066
2017,E000623,S001245,S001246,rail_66,35.256213191343136
2017,E000624,S001247,S001248,rail_660,295.7922564692967
2017,E000625,S001249,S001250,rail_661,145.0959258924787
2017,E000626,S001251,S001252,rail_662,94.8778616934718
2017,E000627,S001253,S001254,rail_663,8.433736756652477
2017,E000628,S001255,S001256,rail_664,91.83774804743624
2017,E000629,S001257,S001258,rail_665,415.4617890938419
2017,E000630,S001259,S001260,rail_666,234.01358543679044
2017,E000631,S001261,S001262,rail_667,231.59389234405603
2017,E000632,S001263,S001264,rail_668,161.44902519792487
2017,E000633,S001265,S001266,rail_669,114.41246114533728
2017,E000634,S001267,S001268,rail_67,131.79178178754944
2017,E000635,S001269,S001270,rail_670,217.91125449154129
2017,E000636,S001271,S001272,rail_671,59.48201432999068
2017,E000637,S001273,S001274,rail_672,144.90885478480334
2017,E000638,S001275,S001276,rail_673,291.37953652659854
2017,E000639,S001277,S001278,rail_674,78.90935988859495
2017,E000640,S001279,S001280,rail_675,1634.4313639450463
2017,E000641,S001281,S001282,rail_676,81.17927641786848
2017,E000642,S001283,S001284,rail_677,87.08676806347582
2017,E000643,S001285,S001286,rail_678,342.907113036097
2017,E000644,S001287,S001288,rail_679,64.21331031049597
2017,E000645,S001289,S001290,rail_68,114.42309397537012
2017,E000646,S001291,S001292,rail_680,429.4659052622983
2017,E000647,S001293,S001294,rail_681,165.56050409949074
2017,E000648,S001295,S001296,rail_682,58.46413270434919
2017,E000649,S001297,S001298,rail_683,133.20445031228607
2017,E000650,S001299,S001300,rail_684,143.61704272998267
2017,E000651,S001301,S001302,rail_685,212.3265527116222
2017,E000652,S001303,S001304,rail_686,287.2977908246815
2017,E000653,S001305,S001306,rail_687,16.337562615956372
2017,E000654,S001307,S001308,rail_688,150.6169779087114
2017,E000655,S001309,S001310,rail_689,73.5403614093447
2017,E000656,S001311,S001312,rail_69,114.30237991412164
2017,E000657,S001313,S001314,rail_690,114.45728137457756
2017,E000658,S001315,S001316,rail_691,110.29334180577344
2017,E000659,S001317,S001318,rail_692,136.6653287688534
2017,E000660,S001319,S001320,rail_693,114.81497763585982
2017,E000661,S001321,S001322,rail_694,86.52607540166392
2017,E000662,S001323,S001324,rail_695,66.53731437173623
2017,E000663,S001325,S001326,rail_696,82.95369731423024
2017,E000664,S001327,S001328,rail_697,679.7230840241037
2017,E000665,S001329,S001330,rail_698,162.8902944937055
2017,E000666,S001331,S001332,rail_699,140.59678749069403
2017,E000667,S001333,S001334,rail_7,95.08855796384616
2017,E000668,S001335,S001336,rail_70,95.69124153296964
2017,E000669,S001337,S001338,rail_700,110.69497586325588
2017,E000670,S001339,S001340,rail_701,116.96180478458471
2017,E000671,S001341,S001342,rail_702,312.05812397013466
2017,E000672,S001343,S001344,rail_703,113.55256390753264
2017,E000673,S001345,S001346,rail_704,335.76573027999166
2017,E000674,S001347,S001348,rail_705,336.518209773277
2017,E000675,S001349,S001350,rail_706,293.1050889447354
2017,E000676,S001351,S001352,rail_707,93.19640308512362
2017,E000677,S001353,S001354,rail_708,584.5032288598997
2017,E000678,S001355,S001356,rail_709,36.918674378842006
2017,E000679,S001357,S001358,rail_71,53.17246066911985
2017,E000680,S001359,S001360,rail_710,267.9430088352138
2017,E000681,S001361,S001362,rail_711,107.8225901664768
2017,E000682,S001363,S001364,rail_712,128.92635895682656
2017,E000683,S001365,S001366,rail_713,102.16137449892192
2017,E000684,S001367,S001368,rail_714,53.0698210942487
2017,E000685,S001369,S001370,rail_715,226.1787507741517
2017,E000686,S001371,S001372,rail_716,45.64661825762828
2017,E000687,S001373,S001374,rail_717,30.93162025329268
2017,E000688,S001375,S001376,rail_718,27.051941097829907
2017,E000689,S001377,S001378,rail_719,37.60333573164334
2017,E000690,S001379,S001380,rail_72,114.6653311392075
2017,E000691,S001381,S001382,rail_720,44.724538522555946
2017,E000692,S001383,S001384,rail_721,183.95718839949
2017,E000693,S001385,S001386,rail_722,57.35965616446524
2017,E000694,S001387,S001388,rail_723,256.6189255565095
2017,E000695,S001389,S001390,rail_724,20.567941882726625
2017,E000696,S001391,S001392,rail_725,60.322090901094064
2017,E000697,S001393,S001394,rail_726,185.88529950843244
2017,E000698,S001395,S001396,rail_727,280.28734027262345
2017,E000699,S001397,S001398,rail_728,590.5247540214069
2017,E000700,S001399,S001400,rail_729,1073.1989306450353
2017,E000701,S001401,S001402,rail_73,38.03080593922404
2017,E000702,S001403,S001404,rail_730,475.44706118147207
2017,E000703,S001405,S001406,rail_731,346.1277093107892
2017,E000704,S001407,S001408,rail_732,233.92533877423267
2017,E000705,S001409,S001410,rail_733,494.8916329705901
2017,E000706,S001411,S001412,rail_734,184.50757900774605
2017,E000707,S001413,S001414,rail_735,281.959609185561
2017,E000708,S001415,S001416,rail_736,588.8939131723109
2017,E000709,S001417,S001418,rail_737,301.08945070846784
2017,E000710,S001419,S001420,rail_738,2.5405201142204787
2017,E000711,S001421,S001422,rail_739,259.284250178425
2017,E000712,S001423,S001424,rail_74,24.25371527809106
2017,E000713,S001425,S001426,rail_740,162.93247109983994
2017,E000714,S001427,S001428,rail_741,72.96970911703974
2017,E000715,S001429,S001430,rail_742,129.79527368680198
2017,E000716,S001431,S001432,rail_743,619.5816196568472
2017,E000717,S001433,S001434,rail_744,312.17522403390177
2017,E000718,S001435,S001436,rail_75,50.29168188562305
2017,E000719,S001437,S001438,rail_76,35.510517506000475
2017,E000720,S001439,S001440,rail_77,162.26000999545244
2017,E000721,S001441,S001442,rail_78,26.89590573723861
2017,E000722,S001443,S001444,rail_79,152.70467513457734
2017,E000723,S001445,S001446,rail_8,15.007121510493812
2017,E000724,S001447,S001448,rail_80,109.44097009434316
2017,E000725,S001449,S001450,rail_81,5.416556691350857
2017,E000726,S001451,S001452,rail_82,8.308015637656139
2017,E000727,S001453,S001454,rail_83,28.46803913653172
2017,E000728,S001455,S001456,rail_84,261.431600048761
2017,E000729,S001457,S001458,rail_85,185.9337592234133
2017,E000730,S001459,S001460,rail_86,8.5997211724152
2017,E000731,S001461,S001462,rail_87,4.147139267175831
2017,E000732,S001463,S001464,rail_88,51.45313731869752
2017,E000733,S001465,S001466,rail_89,7.679818268665058
2017,E000734,S001467,S001468,rail_9,236.4467065411073
2017,E000735,S001469,S001470,rail_90,32.0102437383945
2017,E000736,S001471,S001472,rail_91,101.55489563751156
2017,E000737,S001473,S001474,rail_92,44.08139252195598
2017,E000738,S001475,S001476,rail_93,62.03493541065098
2017,E000739,S001477,S001478,rail_94,27.825683857987027
2017,E000740,S001479,S001480,rail_95,87.61260878899718
2017,E000741,S001481,S001482,rail_96,136.4987610815597
2017,E000742,S001483,S001484,rail_97,124.15157139398652
2017,E000743,S001485,S001486,rail_98,38.68818197273813
2017,E000744,S001487,S001488,rail_99,159.48402232901273
