year,station_id,station_name,province,degree_centrality,betweenness_centrality,closeness_centrality
1927,ST0275,牡丹江市,黑龙江省,0.02631578947368421,0.02526315789473684,0.0003501737414663581
1927,ST0276,鸡西市,黑龙江省,0.02631578947368421,0.012982456140350877,0.0003440855230000346
1927,ST0277,鹤岗市,黑龙江省,0.013157894736842105,0.0,7.340608953428828e-06
1927,ST0279,齐齐哈尔市,黑龙江省,0.02631578947368421,0.012982456140350877,0.0003737812518012814
1928,ST0001,上海市,上海市,0.02631578947368421,0.05017543859649123,8.560162887535072e-05
1928,ST0005,思茅市,云南省,0.013157894736842105,0.0,1.4483018515959851e-05
1928,ST0006,昆明市,云南省,0.013157894736842105,0.0,7.2767413878856064e-06
1928,ST0009,玉溪市,云南省,0.02631578947368421,0.0003508771929824561,1.4529918628096706e-05
1928,ST0010,乌兰察布市,内蒙古自治区,0.02631578947368421,0.02526315789473684,0.00021066798271325064
1928,ST0012,包头市,内蒙古自治区,0.02631578947368421,0.012982456140350877,0.00018846082162371697
1928,ST0013,呼伦贝尔市,内蒙古自治区,0.013157894736842105,0.0,0.0004237291915514644
1928,ST0017,通辽市,内蒙古自治区,0.039473684210526314,0.039999999999999994,0.0005715839735073837
1928,ST0018,鄂尔多斯市,内蒙古自治区,0.013157894736842105,0.0,0.0001862549712922272
1928,ST0019,北京市,北京市,0.039473684210526314,0.07964912280701754,0.000522415760458626
1928,ST0020,吉林市,吉林省,0.013157894736842105,0.0,0.0005112196570953791
1928,ST0021,四平市,吉林省,0.05263157894736842,0.10666666666666666,0.0006243134605596543
1928,ST0022,白城市,吉林省,0.039473684210526314,0.03192982456140351,0.0005687740643816318
1928,ST0023,白山市,吉林省,0.013157894736842105,0.0,0.00014726468633900687
1928,ST0024,辽源市,吉林省,0.05263157894736842,0.12245614035087718,0.0006548659816768499
1928,ST0025,通化市,吉林省,0.013157894736842105,0.0,0.0006510963262746495
1928,ST0026,长春市,吉林省,0.039473684210526314,0.05228070175438596,0.0005528207094784602
1928,ST0045,天津市,天津市,0.05263157894736842,0.08421052631578947,0.0005582299995739823
1928,ST0055,宿州市,安徽省,0.02631578947368421,0.04912280701754385,8.50302080738202e-05
1928,ST0062,蚌埠市,安徽省,0.02631578947368421,0.05017543859649123,8.57209775632187e-05
1928,ST0068,临沂市,山东省,0.013157894736842105,0.0,0.00045576358631250796
1928,ST0070,德州市,山东省,0.02631578947368421,0.008070175438596491,5.124277172664697e-05
1928,ST0072,枣庄市,山东省,0.013157894736842105,0.0,0.00045576358631250796
1928,ST0073,泰安市,山东省,0.039473684210526314,0.04175438596491228,5.618608218616049e-05
1928,ST0074,济南市,山东省,0.039473684210526314,0.01543859649122807,5.2163089202468744e-05
1928,ST0075,济宁市,山东省,0.02631578947368421,0.04491228070175438,5.7503093257107015e-05
1928,ST0076,淄博市,山东省,0.05263157894736842,0.035789473684210524,5.288783150932935e-05
1928,ST0078,潍坊市,山东省,0.013157894736842105,0.0,5.2675877897461344e-05
1928,ST0081,莱芜市,山东省,0.02631578947368421,0.03789473684210526,5.568196866198695e-05
1928,ST0083,青岛市,山东省,0.013157894736842105,0.0,5.148319620295409e-05
1928,ST0086,大同市,山西省,0.02631578947368421,0.03684210526315789,0.0004268319120205077
1928,ST0098,广州市,广东省,0.013157894736842105,0.0,4.465601471862245e-05
1928,ST0106,深圳市,广东省,0.013157894736842105,0.0,4.465601471862245e-05
1928,ST0130,南京市,江苏省,0.02631578947368421,0.05052631578947368,8.590018291370198e-05
1928,ST0134,徐州市,江苏省,0.02631578947368421,0.047368421052631574,8.44203954188006e-05
1928,ST0144,九江市,江西省,0.013157894736842105,0.0,6.036524747550648e-05
1928,ST0145,南昌市,江西省,0.05263157894736842,0.04105263157894737,7.774910887372932e-05
1928,ST0148,抚州市,江西省,0.013157894736842105,0.0,7.722380548005542e-05
1928,ST0149,新余市,江西省,0.02631578947368421,0.022105263157894735,7.656210785180782e-05
1928,ST0151,萍乡市,江西省,0.039473684210526314,0.015789473684210527,7.453271790149901e-05
1928,ST0153,鹰潭市,江西省,0.02631578947368421,0.04175438596491228,7.86980922139649e-05
1928,ST0154,保定市,河北省,0.013157894736842105,0.0,0.000488465654822917
1928,ST0155,唐山市,河北省,0.02631578947368421,0.09157894736842105,0.0005633077907839289
1928,ST0156,廊坊市,河北省,0.039473684210526314,0.012982456140350877,0.0005182562586262391
1928,ST0157,张家口市,河北省,0.02631578947368421,0.04771929824561403,0.0005203329692828278
1928,ST0159,沧州市,河北省,0.013157894736842105,0.0,4.968123141887444e-05
1928,ST0161,秦皇岛市,河北省,0.039473684210526314,0.0982456140350877,0.0005670128628360073
1928,ST0173,新乡市,河南省,0.013157894736842105,0.0,0.0001771629828577098
1928,ST0177,焦作市,河南省,0.013157894736842105,0.0,0.0001771629828577098
1928,ST0185,宁波市,浙江省,0.013157894736842105,0.0,8.067044715645664e-05
1928,ST0186,杭州市,浙江省,0.02631578947368421,0.04912280701754385,8.461185916645132e-05
1928,ST0189,绍兴市,浙江省,0.039473684210526314,0.05017543859649123,8.425667088587797e-05
1928,ST0203,鄂州市,湖北省,0.013157894736842105,0.0,0.0004439235741174799
1928,ST0206,黄石市,湖北省,0.013157894736842105,0.0,0.0004439235741174799
1928,ST0212,株洲市,湖南省,0.013157894736842105,0.0,7.39376894640456e-05
1928,ST0216,衡阳市,湖南省,0.013157894736842105,0.0,4.223721220883513e-05
1928,ST0243,丹东市,辽宁省,0.013157894736842105,0.0,0.0005933079855507646
1928,ST0244,大连市,辽宁省,0.013157894736842105,0.0,0.0005144700105953745
1928,ST0245,抚顺市,辽宁省,0.02631578947368421,0.11578947368421051,0.0006970077822753122
1928,ST0247,本溪市,辽宁省,0.02631578947368421,0.012982456140350877,0.0006586046524525918
1928,ST0248,沈阳市,辽宁省,0.07894736842105263,0.15999999999999998,0.0007023881567005797
1928,ST0249,盘锦市,辽宁省,0.039473684210526314,0.12245614035087718,0.0006800736627156773
1928,ST0250,营口市,辽宁省,0.039473684210526314,0.025614035087719297,0.0005543940837397674
1928,ST0251,葫芦岛市,辽宁省,0.02631578947368421,0.10421052631578946,0.0006286459396585923
1928,ST0252,辽阳市,辽宁省,0.02631578947368421,0.03684210526315789,0.0006174047035840018
1928,ST0253,铁岭市,辽宁省,0.02631578947368421,0.0,0.0006188447341361595
1928,ST0254,锦州市,辽宁省,0.02631578947368421,0.1094736842105263,0.0006642395121825023
1928,ST0255,阜新市,辽宁省,0.039473684210526314,0.0,0.0006380594396024688
1928,ST0256,鞍山市,辽宁省,0.013157894736842105,0.0,0.0005358751489873934
1928,ST0269,七台河市,黑龙江省,0.013157894736842105,0.0,0.00023587335835246185
1928,ST0271,佳木斯市,黑龙江省,0.013157894736842105,0.0,7.340608953428828e-06
1928,ST0273,哈尔滨市,黑龙江省,0.039473684210526314,0.038947368421052626,0.00046229419088419113
1928,ST0274,大庆市,黑龙江省,0.039473684210526314,0.02807017543859649,0.0004556026051836546
1928,ST0275,牡丹江市,黑龙江省,0.02631578947368421,0.02526315789473684,0.0003775346984193219
1928,ST0276,鸡西市,黑龙江省,0.02631578947368421,0.012982456140350877,0.00037046750073849773
1928,ST0277,鹤岗市,黑龙江省,0.013157894736842105,0.0,7.340608953428828e-06
1928,ST0279,齐齐哈尔市,黑龙江省,0.039473684210526314,0.012982456140350877,0.00045217951717223113
1929,ST0001,上海市,上海市,0.02531645569620253,0.046413502109704644,8.235093410793234e-05
1929,ST0005,思茅市,云南省,0.012658227848101266,0.0,1.3933030471049985e-05
1929,ST0006,昆明市,云南省,0.012658227848101266,0.0,7.000409436446913e-06
1929,ST0009,玉溪市,云南省,0.02531645569620253,0.0003245699448231094,1.397814956627025e-05
1929,ST0010,乌兰察布市,内蒙古自治区,0.02531645569620253,0.024018175916910092,0.0002051380123567829
1929,ST0012,包头市,内蒙古自治区,0.02531645569620253,0.012333657903278157,0.0001837384208418649
1929,ST0013,呼伦贝尔市,内蒙古自治区,0.012658227848101266,0.0,0.00042076641548589936
1929,ST0017,通辽市,内蒙古自治区,0.0379746835443038,0.03700097370983447,0.0005592702782605697
1929,ST0018,鄂尔多斯市,内蒙古自治区,0.012658227848101266,0.0,0.00018161308505728485
1929,ST0019,北京市,北京市,0.0379746835443038,0.0759493670886076,0.0005015447528927088
1929,ST0020,吉林市,吉林省,0.012658227848101266,0.0,0.0005044483606278977
1929,ST0021,四平市,吉林省,0.05063291139240506,0.1074326517364492,0.000610767361165642
1929,ST0022,白城市,吉林省,0.0379746835443038,0.029860434923726063,0.0005567299776263729
1929,ST0023,白山市,吉林省,0.012658227848101266,0.0,0.0001448467269979791
1929,ST0024,辽源市,吉林省,0.05063291139240506,0.12138915936384291,0.0006372630906900417
1929,ST0025,通化市,吉林省,0.012658227848101266,0.0,0.0006336448123209681
1929,ST0026,长春市,吉林省,0.0379746835443038,0.05777345017851347,0.0005455027378875663
1929,ST0045,天津市,天津市,0.05063291139240506,0.08049334631613113,0.0005355103063077759
1929,ST0055,宿州市,安徽省,0.02531645569620253,0.04543979227523531,8.180121283051058e-05
1929,ST0062,蚌埠市,安徽省,0.02531645569620253,0.046413502109704644,8.246575056714711e-05
1929,ST0068,临沂市,山东省,0.012658227848101266,0.0,0.0004384561083512735
1929,ST0070,德州市,山东省,0.02531645569620253,0.007465108730931516,4.9296843686394555e-05
1929,ST0072,枣庄市,山东省,0.012658227848101266,0.0,0.0004384561083512735
1929,ST0073,泰安市,山东省,0.0379746835443038,0.038623823433950016,5.405243349554681e-05
1929,ST0074,济南市,山东省,0.0379746835443038,0.014281077572216812,5.01822123973117e-05
1929,ST0075,济宁市,山东省,0.02531645569620253,0.041544952937358,5.531943148784979e-05
1929,ST0076,淄博市,山东省,0.05063291139240506,0.033106134371957155,5.0879432844418116e-05
1929,ST0078,潍坊市,山东省,0.012658227848101266,0.0,5.0675528103886866e-05
1929,ST0081,莱芜市,山东省,0.02531645569620253,0.035053554040895815,5.356746352292416e-05
1929,ST0083,青岛市,山东省,0.012658227848101266,0.0,4.952813811929761e-05
1929,ST0086,大同市,山西省,0.02531645569620253,0.035053554040895815,0.0004114338121841328
1929,ST0098,广州市,广东省,0.012658227848101266,0.0,4.296021669133299e-05
1929,ST0106,深圳市,广东省,0.012658227848101266,0.0,4.296021669133299e-05
1929,ST0113,韶关市,广东省,0.012658227848101266,0.0,0.0004721457608392863
1929,ST0130,南京市,江苏省,0.02531645569620253,0.04673807205452775,8.263815065115635e-05
1929,ST0134,徐州市,江苏省,0.02531645569620253,0.043816942551119765,8.121455761808667e-05
1929,ST0144,九江市,江西省,0.012658227848101266,0.0,5.807289630555054e-05
1929,ST0145,南昌市,江西省,0.05063291139240506,0.0379746835443038,7.479661106839783e-05
1929,ST0148,抚州市,江西省,0.012658227848101266,0.0,7.429125590486346e-05
1929,ST0149,新余市,江西省,0.02531645569620253,0.02044790652385589,7.365468603465058e-05
1929,ST0151,萍乡市,江西省,0.0379746835443038,0.014605647517039922,7.170236152549274e-05
1929,ST0153,鹰潭市,江西省,0.02531645569620253,0.038623823433950016,7.570955706659915e-05
1929,ST0154,保定市,河北省,0.012658227848101266,0.0,0.00046976915207214723
1929,ST0155,唐山市,河北省,0.02531645569620253,0.08763388510223953,0.0005403409666601843
1929,ST0156,廊坊市,河北省,0.0379746835443038,0.012333657903278157,0.0004976524887959235
1929,ST0157,张家口市,河北省,0.02531645569620253,0.04543979227523531,0.0004995848174262358
1929,ST0159,沧州市,河北省,0.012658227848101266,0.0,4.7794602377651364e-05
1929,ST0161,秦皇岛市,河北省,0.0379746835443038,0.09412528399870172,0.0005438822333123261
1929,ST0173,新乡市,河南省,0.012658227848101266,0.0,0.00017043527464792333
1929,ST0177,焦作市,河南省,0.012658227848101266,0.0,0.00017043527464792333
1929,ST0185,宁波市,浙江省,0.012658227848101266,0.0,7.760701245431272e-05
1929,ST0186,杭州市,浙江省,0.02531645569620253,0.04543979227523531,8.139875059051014e-05
1929,ST0189,绍兴市,浙江省,0.0379746835443038,0.046413502109704644,8.10570504724902e-05
1929,ST0203,鄂州市,湖北省,0.012658227848101266,0.0,0.0004270657168725123
1929,ST0206,黄石市,湖北省,0.012658227848101266,0.0,0.0004270657168725123
1929,ST0212,株洲市,湖南省,0.012658227848101266,0.0,7.112992910465147e-05
1929,ST0216,衡阳市,湖南省,0.012658227848101266,0.0,4.063326744141101e-05
1929,ST0218,郴州市,湖南省,0.012658227848101266,0.0,0.0004721457608392863
1929,ST0243,丹东市,辽宁省,0.012658227848101266,0.0,0.0005730018114881529
1929,ST0244,大连市,辽宁省,0.012658227848101266,0.0,0.0004979006156392167
1929,ST0245,抚顺市,辽宁省,0.02531645569620253,0.1142486205777345,0.0006715661857285829
1929,ST0247,本溪市,辽宁省,0.02531645569620253,0.012333657903278157,0.0006345854714347359
1929,ST0248,沈阳市,辽宁省,0.0759493670886076,0.15481986368062317,0.000675785091330489
1929,ST0249,盘锦市,辽宁省,0.0379746835443038,0.11781888997078871,0.0006531750644488609
1929,ST0250,营口市,辽宁省,0.0379746835443038,0.024342745861733205,0.0005357439580647386
1929,ST0251,葫芦岛市,辽宁省,0.02531645569620253,0.09996754300551769,0.0006031502310535295
1929,ST0252,辽阳市,辽宁省,0.02531645569620253,0.035053554040895815,0.0005954539708384385
1929,ST0253,铁岭市,辽宁省,0.02531645569620253,0.0,0.0006015292439492833
1929,ST0254,锦州市,辽宁省,0.02531645569620253,0.10516066212268743,0.0006376594609288965
1929,ST0255,阜新市,辽宁省,0.0379746835443038,0.0,0.0006138299966224822
1929,ST0256,鞍山市,辽宁省,0.012658227848101266,0.0,0.000518204131250756
1929,ST0269,七台河市,黑龙江省,0.012658227848101266,0.0,0.00023392486009597759
1929,ST0270,伊春市,黑龙江省,0.012658227848101266,0.0,0.0002888569006617415
1929,ST0271,佳木斯市,黑龙江省,0.012658227848101266,0.0,7.061851651399884e-06
1929,ST0273,哈尔滨市,黑龙江省,0.05063291139240506,0.0483609217786433,0.00046110294836955706
1929,ST0274,大庆市,黑龙江省,0.0379746835443038,0.027263875365141188,0.00045264127567346126
1929,ST0275,牡丹江市,黑龙江省,0.02531645569620253,0.024018175916910092,0.0003755884710163008
1929,ST0276,鸡西市,黑龙江省,0.02531645569620253,0.012333657903278157,0.0003684900107191346
1929,ST0277,鹤岗市,黑龙江省,0.012658227848101266,0.0,7.061851651399884e-06
1929,ST0279,齐齐哈尔市,黑龙江省,0.0379746835443038,0.012333657903278157,0.00044921192147717726
1933,ST0001,上海市,上海市,0.02531645569620253,0.046413502109704644,8.235093410793234e-05
1933,ST0005,思茅市,云南省,0.012658227848101266,0.0,1.3933030471049985e-05
1933,ST0006,昆明市,云南省,0.012658227848101266,0.0,7.000409436446913e-06
1933,ST0009,玉溪市,云南省,0.02531645569620253,0.0003245699448231094,1.397814956627025e-05
1933,ST0010,乌兰察布市,内蒙古自治区,0.02531645569620253,0.024018175916910092,0.00021033360918334962
1933,ST0012,包头市,内蒙古自治区,0.02531645569620253,0.012333657903278157,0.0001878955850620337
1933,ST0013,呼伦贝尔市,内蒙古自治区,0.012658227848101266,0.0,0.00045511968169462087
1933,ST0017,通辽市,内蒙古自治区,0.0379746835443038,0.04446608244076598,0.0006074603608750669
1933,ST0018,鄂尔多斯市,内蒙古自治区,0.012658227848101266,0.0,0.00018567356947285697
